kind,epoch,batch,total,value,policy,samples
epoch,180,0,12844.089844,1287.090454,11556.999023,3
batch,181,1,12636.299805,1051.083740,11585.215820,3
epoch,181,0,12636.299805,1051.083740,11585.215820,3
batch,182,1,12388.110352,5.769384,12382.340820,3
epoch,182,0,12388.110352,5.769384,12382.340820,3
batch,183,1,17297.775391,267.186737,17030.587891,3
epoch,183,0,17297.775391,267.186737,17030.587891,3
batch,184,1,9815.620117,267.144775,9548.475586,3
epoch,184,0,9815.620117,267.144775,9548.475586,3
batch,185,1,28734.683594,1287.135010,27447.548828,3
epoch,185,0,28734.683594,1287.135010,27447.548828,3
batch,186,1,15442.721680,1287.166016,14155.555664,3
epoch,186,0,15442.721680,1287.166016,14155.555664,3
batch,187,1,16647.859375,228.258316,16419.601562,3
epoch,187,0,16647.859375,228.258316,16419.601562,3
batch,188,1,22067.445312,683.480835,21383.964844,5
epoch,188,0,22067.445312,683.480835,21383.964844,5
batch,189,1,12396.046875,1287.242920,11108.803711,3
epoch,189,0,12396.046875,1287.242920,11108.803711,3
batch,190,1,13607.650391,1287.319702,12320.331055,3
epoch,190,0,13607.650391,1287.319702,12320.331055,3
batch,191,1,16055.235352,1287.199829,14768.035156,3
epoch,191,0,16055.235352,1287.199829,14768.035156,3
batch,192,1,18168.648438,17.763624,18150.884766,3
epoch,192,0,18168.648438,17.763624,18150.884766,3
batch,193,1,15050.392578,1287.567383,13762.825195,3
epoch,193,0,15050.392578,1287.567383,13762.825195,3
batch,194,1,15644.768555,1287.146729,14357.622070,3
epoch,194,0,15644.768555,1287.146729,14357.622070,3
batch,195,1,10123.236328,539.034363,9584.202148,3
epoch,195,0,10123.236328,539.034363,9584.202148,3
batch,196,1,14897.868164,1199.056519,13698.811523,3
epoch,196,0,14897.868164,1199.056519,13698.811523,3
batch,197,1,10988.228516,907.160645,10081.067383,3
epoch,197,0,10988.228516,907.160645,10081.067383,3
batch,198,1,41722.085938,1287.019409,40435.066406,3
epoch,198,0,41722.085938,1287.019409,40435.066406,3
batch,199,1,12174.147461,1205.929321,10968.217773,3
epoch,199,0,12174.147461,1205.929321,10968.217773,3
batch,200,1,11687.588867,1287.140625,10400.448242,3
epoch,200,0,11687.588867,1287.140625,10400.448242,3
batch,201,1,13460.246094,1286.957520,12173.288086,3
epoch,201,0,13460.246094,1286.957520,12173.288086,3
batch,202,1,27188.437500,1205.826294,25982.611328,3
epoch,202,0,27188.437500,1205.826294,25982.611328,3
batch,203,1,12457.167969,1287.155029,11170.012695,3
epoch,203,0,12457.167969,1287.155029,11170.012695,3
batch,204,1,11955.095703,1051.138062,10903.958008,3
epoch,204,0,11955.095703,1051.138062,10903.958008,3
batch,205,1,23223.531250,487.080322,22736.451172,3
epoch,205,0,23223.531250,487.080322,22736.451172,3
batch,206,1,13793.541016,812.142090,12981.398438,5
epoch,206,0,13793.541016,812.142090,12981.398438,5
batch,207,1,12924.538086,907.131287,12017.407227,3
epoch,207,0,12924.538086,907.131287,12017.407227,3
batch,208,1,11543.073242,1205.793701,10337.279297,3
epoch,208,0,11543.073242,1205.793701,10337.279297,3
batch,209,1,11824.310547,1287.056396,10537.253906,3
epoch,209,0,11824.310547,1287.056396,10537.253906,3
batch,210,1,46318.421875,977.685059,45340.738281,3
epoch,210,0,46318.421875,977.685059,45340.738281,3
batch,211,1,13164.557617,1205.841431,11958.715820,3
epoch,211,0,13164.557617,1205.841431,11958.715820,3
batch,212,1,14340.852539,1206.013062,13134.839844,3
epoch,212,0,14340.852539,1206.013062,13134.839844,3
batch,213,1,15492.650391,710.937866,14781.712891,5
epoch,213,0,15492.650391,710.937866,14781.712891,5
batch,214,1,13193.676758,1287.032837,11906.643555,3
epoch,214,0,13193.676758,1287.032837,11906.643555,3
batch,215,1,19923.410156,839.182556,19084.228516,3
epoch,215,0,19923.410156,839.182556,19084.228516,3
batch,216,1,21559.345703,977.660950,20581.685547,3
epoch,216,0,21559.345703,977.660950,20581.685547,3
batch,217,1,17750.732422,1287.063843,16463.667969,3
epoch,217,0,17750.732422,1287.063843,16463.667969,3
batch,218,1,19290.181641,1205.855591,18084.326172,3
epoch,218,0,19290.181641,1205.855591,18084.326172,3
batch,219,1,15483.667969,1287.078491,14196.589844,3
epoch,219,0,15483.667969,1287.078491,14196.589844,3
batch,220,1,14250.293945,1287.125244,12963.168945,3
epoch,220,0,14250.293945,1287.125244,12963.168945,3
batch,221,1,25768.123047,1287.582275,24480.541016,3
epoch,221,0,25768.123047,1287.582275,24480.541016,3
batch,222,1,12707.150391,1068.554321,11638.595703,7
epoch,222,0,12707.150391,1068.554321,11638.595703,7
batch,223,1,19466.474609,1287.168335,18179.306641,3
epoch,223,0,19466.474609,1287.168335,18179.306641,3
batch,224,1,12471.458008,1287.156494,11184.301758,3
epoch,224,0,12471.458008,1287.156494,11184.301758,3
batch,225,1,12752.673828,1287.050171,11465.624023,3
epoch,225,0,12752.673828,1287.050171,11465.624023,3
batch,226,1,15559.726562,1287.384155,14272.342773,3
epoch,226,0,15559.726562,1287.384155,14272.342773,3
batch,227,1,19121.437500,785.968689,18335.468750,5
epoch,227,0,19121.437500,785.968689,18335.468750,5
batch,228,1,10976.569336,346.962036,10629.607422,3
epoch,228,0,10976.569336,346.962036,10629.607422,3
batch,229,1,14856.446289,8.538762,14847.907227,2
epoch,229,0,14856.446289,8.538762,14847.907227,2
batch,230,1,16669.921875,8.612354,16661.308594,2
epoch,230,0,16669.921875,8.612354,16661.308594,2
batch,231,1,15208.527344,194.852890,15013.674805,3
epoch,231,0,15208.527344,194.852890,15013.674805,3
batch,232,1,12650.851562,1287.132080,11363.719727,3
epoch,232,0,12650.851562,1287.132080,11363.719727,3
batch,233,1,12487.897461,1287.027100,11200.870117,3
epoch,233,0,12487.897461,1287.027100,11200.870117,3
batch,234,1,12222.769531,1287.117432,10935.652344,3
epoch,234,0,12222.769531,1287.117432,10935.652344,3
batch,235,1,11506.058594,839.050598,10667.007812,3
epoch,235,0,11506.058594,839.050598,10667.007812,3
batch,236,1,10850.028320,1051.119507,9798.909180,3
epoch,236,0,10850.028320,1051.119507,9798.909180,3
batch,237,1,16558.666016,266.160889,16292.505859,5
epoch,237,0,16558.666016,266.160889,16292.505859,5
batch,238,1,14046.058594,1286.995483,12759.063477,3
epoch,238,0,14046.058594,1286.995483,12759.063477,3
batch,239,1,12228.479492,977.877747,11250.601562,3
epoch,239,0,12228.479492,977.877747,11250.601562,3
batch,240,1,19238.650391,775.912964,18462.738281,5
epoch,240,0,19238.650391,775.912964,18462.738281,5
batch,241,1,12817.321289,1287.139038,11530.182617,3
epoch,241,0,12817.321289,1287.139038,11530.182617,3
batch,242,1,14397.806641,1287.057129,13110.749023,3
epoch,242,0,14397.806641,1287.057129,13110.749023,3
batch,243,1,18731.478516,834.752563,17896.726562,5
epoch,243,0,18731.478516,834.752563,17896.726562,5
batch,244,1,35287.273438,635.793579,34651.480469,5
epoch,244,0,35287.273438,635.793579,34651.480469,5
batch,245,1,13037.611328,703.282410,12334.329102,3
epoch,245,0,13037.611328,703.282410,12334.329102,3
batch,246,1,12465.138672,1287.324829,11177.813477,3
epoch,246,0,12465.138672,1287.324829,11177.813477,3
batch,247,1,16212.568359,1050.920044,15161.648438,3
epoch,247,0,16212.568359,1050.920044,15161.648438,3
batch,248,1,24440.263672,1287.108887,23153.154297,3
epoch,248,0,24440.263672,1287.108887,23153.154297,3
batch,249,1,13965.527344,1287.164429,12678.363281,3
epoch,249,0,13965.527344,1287.164429,12678.363281,3
batch,250,1,21449.156250,781.062866,20668.093750,5
epoch,250,0,21449.156250,781.062866,20668.093750,5
batch,251,1,10417.402344,1051.063110,9366.338867,3
epoch,251,0,10417.402344,1051.063110,9366.338867,3
batch,252,1,20199.517578,14.062549,20185.455078,5
epoch,252,0,20199.517578,14.062549,20185.455078,5
batch,253,1,46710.078125,1286.734985,45423.343750,3
epoch,253,0,46710.078125,1286.734985,45423.343750,3
batch,254,1,14320.282227,1286.957275,13033.325195,3
epoch,254,0,14320.282227,1286.957275,13033.325195,3
batch,255,1,16880.404297,11.308361,16869.095703,3
epoch,255,0,16880.404297,11.308361,16869.095703,3
batch,256,1,9339.620117,6.872451,9332.748047,3
epoch,256,0,9339.620117,6.872451,9332.748047,3
batch,257,1,12504.647461,8.525105,12496.122070,2
epoch,257,0,12504.647461,8.525105,12496.122070,2
batch,258,1,11213.218750,1287.001587,9926.216797,3
epoch,258,0,11213.218750,1287.001587,9926.216797,3
batch,259,1,15852.574219,1286.988281,14565.585938,3
epoch,259,0,15852.574219,1286.988281,14565.585938,3
batch,260,1,13110.775391,8.356178,13102.418945,2
epoch,260,0,13110.775391,8.356178,13102.418945,2
batch,261,1,19748.783203,437.502686,19311.281250,3
epoch,261,0,19748.783203,437.502686,19311.281250,3
batch,262,1,13002.465820,1286.958252,11715.507812,3
epoch,262,0,13002.465820,1286.958252,11715.507812,3
batch,263,1,13293.047852,1287.004028,12006.043945,3
epoch,263,0,13293.047852,1287.004028,12006.043945,3
batch,264,1,13348.340820,775.703186,12572.637695,5
epoch,264,0,13348.340820,775.703186,12572.637695,5
batch,265,1,13376.578125,1287.069214,12089.508789,3
epoch,265,0,13376.578125,1287.069214,12089.508789,3
batch,266,1,20271.183594,775.703491,19495.480469,5
epoch,266,0,20271.183594,775.703491,19495.480469,5
batch,267,1,12071.568359,1287.247925,10784.320312,3
epoch,267,0,12071.568359,1287.247925,10784.320312,3
batch,268,1,13480.496094,1287.352783,12193.143555,3
epoch,268,0,13480.496094,1287.352783,12193.143555,3
batch,269,1,22140.652344,775.527954,21365.125000,5
epoch,269,0,22140.652344,775.527954,21365.125000,5
batch,270,1,15978.473633,1286.964966,14691.508789,3
epoch,270,0,15978.473633,1286.964966,14691.508789,3
batch,271,1,16954.617188,1286.766113,15667.851562,3
epoch,271,0,16954.617188,1286.766113,15667.851562,3
batch,272,1,24982.220703,38.273670,24943.947266,4
epoch,272,0,24982.220703,38.273670,24943.947266,4
batch,273,1,17262.876953,823.991089,16438.886719,5
epoch,273,0,17262.876953,823.991089,16438.886719,5
batch,274,1,17587.437500,789.144897,16798.292969,5
epoch,274,0,17587.437500,789.144897,16798.292969,5
batch,275,1,13597.834961,775.602661,12822.232422,5
epoch,275,0,13597.834961,775.602661,12822.232422,5
batch,276,1,10407.431641,1286.964233,9120.467773,3
epoch,276,0,10407.431641,1286.964233,9120.467773,3
batch,277,1,11358.694336,1287.205078,10071.489258,3
epoch,277,0,11358.694336,1287.205078,10071.489258,3
batch,278,1,13815.911133,1127.231079,12688.679688,3
epoch,278,0,13815.911133,1127.231079,12688.679688,3
batch,279,1,18326.884766,1286.939209,17039.945312,3
epoch,279,0,18326.884766,1286.939209,17039.945312,3
batch,280,1,11561.946289,8.233479,11553.712891,2
epoch,280,0,11561.946289,8.233479,11553.712891,2
batch,281,1,11443.687500,1286.753296,10156.934570,3
epoch,281,0,11443.687500,1286.753296,10156.934570,3
batch,282,1,13497.598633,777.796021,12719.802734,5
epoch,282,0,13497.598633,777.796021,12719.802734,5
batch,283,1,10249.558594,1286.999268,8962.559570,3
epoch,283,0,10249.558594,1286.999268,8962.559570,3
batch,284,1,15482.136719,1287.188843,14194.948242,3
epoch,284,0,15482.136719,1287.188843,14194.948242,3
batch,285,1,11112.382812,1286.997192,9825.385742,3
epoch,285,0,11112.382812,1286.997192,9825.385742,3
batch,286,1,11768.123047,1286.934692,10481.188477,3
epoch,286,0,11768.123047,1286.934692,10481.188477,3
batch,287,1,70608.679688,1287.054199,69321.625000,3
epoch,287,0,70608.679688,1287.054199,69321.625000,3
batch,288,1,11186.066406,1286.995605,9899.070312,3
epoch,288,0,11186.066406,1286.995605,9899.070312,3
batch,289,1,25141.093750,1205.600220,23935.494141,3
epoch,289,0,25141.093750,1205.600220,23935.494141,3
batch,290,1,21035.259766,386.379608,20648.880859,3
epoch,290,0,21035.259766,386.379608,20648.880859,3
batch,291,1,12036.528320,1286.888306,10749.639648,3
epoch,291,0,12036.528320,1286.888306,10749.639648,3
batch,292,1,15030.558594,1286.891602,13743.666992,3
epoch,292,0,15030.558594,1286.891602,13743.666992,3
batch,293,1,9656.030273,532.131409,9123.898438,3
epoch,293,0,9656.030273,532.131409,9123.898438,3
batch,294,1,9714.930664,1286.886597,8428.043945,3
epoch,294,0,9714.930664,1286.886597,8428.043945,3
batch,295,1,20555.050781,775.456909,19779.593750,5
epoch,295,0,20555.050781,775.456909,19779.593750,5
batch,296,1,12441.091797,1287.000488,11154.090820,3
epoch,296,0,12441.091797,1287.000488,11154.090820,3
batch,297,1,10512.122070,1286.941162,9225.180664,3
epoch,297,0,10512.122070,1286.941162,9225.180664,3
batch,298,1,13332.575195,1286.861694,12045.713867,3
epoch,298,0,13332.575195,1286.861694,12045.713867,3
batch,299,1,14296.773438,1286.929932,13009.843750,3
epoch,299,0,14296.773438,1286.929932,13009.843750,3
batch,300,1,10713.110352,8.068643,10705.041992,2
epoch,300,0,10713.110352,8.068643,10705.041992,2
batch,301,1,16711.824219,1286.980835,15424.842773,3
epoch,301,0,16711.824219,1286.980835,15424.842773,3
batch,302,1,16995.462891,782.551392,16212.912109,5
epoch,302,0,16995.462891,782.551392,16212.912109,5
batch,303,1,12578.820312,1286.943848,11291.875977,3
epoch,303,0,12578.820312,1286.943848,11291.875977,3
batch,304,1,10048.966797,1286.974121,8761.993164,3
epoch,304,0,10048.966797,1286.974121,8761.993164,3
batch,305,1,45908.675781,1051.179565,44857.496094,3
epoch,305,0,45908.675781,1051.179565,44857.496094,3
batch,306,1,11270.371094,1287.344360,9983.026367,3
epoch,306,0,11270.371094,1287.344360,9983.026367,3
batch,307,1,17038.660156,1286.956665,15751.703125,3
epoch,307,0,17038.660156,1286.956665,15751.703125,3
batch,308,1,21892.226562,775.482056,21116.744141,5
epoch,308,0,21892.226562,775.482056,21116.744141,5
batch,309,1,13028.362305,1286.668213,11741.694336,3
epoch,309,0,13028.362305,1286.668213,11741.694336,3
batch,310,1,16506.392578,1205.660400,15300.731445,3
epoch,310,0,16506.392578,1205.660400,15300.731445,3
batch,311,1,10278.474609,1286.845215,8991.629883,3
epoch,311,0,10278.474609,1286.845215,8991.629883,3
batch,312,1,23165.105469,786.163940,22378.941406,5
epoch,312,0,23165.105469,786.163940,22378.941406,5
batch,313,1,32762.474609,556.066223,32206.408203,7
epoch,313,0,32762.474609,556.066223,32206.408203,7
batch,314,1,19431.994141,840.564148,18591.429688,5
epoch,314,0,19431.994141,840.564148,18591.429688,5
batch,315,1,13959.512695,1286.726440,12672.786133,3
epoch,315,0,13959.512695,1286.726440,12672.786133,3
batch,316,1,10505.574219,1286.645874,9218.928711,3
epoch,316,0,10505.574219,1286.645874,9218.928711,3
batch,317,1,9054.123047,7.908719,9046.213867,2
epoch,317,0,9054.123047,7.908719,9046.213867,2
batch,318,1,9104.458008,1286.667114,7817.791016,3
epoch,318,0,9104.458008,1286.667114,7817.791016,3
batch,319,1,11857.227539,1286.802368,10570.424805,3
epoch,319,0,11857.227539,1286.802368,10570.424805,3
batch,320,1,9213.544922,1286.574829,7926.970215,3
epoch,320,0,9213.544922,1286.574829,7926.970215,3
batch,321,1,15780.136719,1286.905396,14493.231445,3
epoch,321,0,15780.136719,1286.905396,14493.231445,3
batch,322,1,14349.105469,1126.938232,13222.166992,3
epoch,322,0,14349.105469,1126.938232,13222.166992,3
batch,323,1,13441.456055,1286.857666,12154.598633,3
epoch,323,0,13441.456055,1286.857666,12154.598633,3
batch,324,1,14387.507812,1206.347046,13181.161133,3
epoch,324,0,14387.507812,1206.347046,13181.161133,3
batch,325,1,13670.449219,1286.640503,12383.808594,3
epoch,325,0,13670.449219,1286.640503,12383.808594,3
batch,326,1,29457.662109,1286.083374,28171.578125,3
epoch,326,0,29457.662109,1286.083374,28171.578125,3
batch,327,1,10608.147461,1286.890869,9321.256836,3
epoch,327,0,10608.147461,1286.890869,9321.256836,3
batch,328,1,12263.716797,1286.897339,10976.819336,3
epoch,328,0,12263.716797,1286.897339,10976.819336,3
batch,329,1,9623.441406,1286.952637,8336.489258,3
epoch,329,0,9623.441406,1286.952637,8336.489258,3
batch,330,1,22033.812500,775.434204,21258.378906,5
epoch,330,0,22033.812500,775.434204,21258.378906,5
batch,331,1,20929.443359,1050.964600,19878.478516,3
epoch,331,0,20929.443359,1050.964600,19878.478516,3
batch,332,1,9743.722656,1286.764771,8456.958008,3
epoch,332,0,9743.722656,1286.764771,8456.958008,3
batch,333,1,4595.594727,1285.770630,3309.823975,3
epoch,333,0,4595.594727,1285.770630,3309.823975,3
batch,334,1,15064.595703,1286.848755,13777.747070,3
epoch,334,0,15064.595703,1286.848755,13777.747070,3
batch,335,1,18209.843750,1205.543335,17004.300781,3
epoch,335,0,18209.843750,1205.543335,17004.300781,3
batch,336,1,18662.619141,429.862213,18232.757812,5
epoch,336,0,18662.619141,429.862213,18232.757812,5
batch,337,1,10890.334961,1126.849365,9763.485352,3
epoch,337,0,10890.334961,1126.849365,9763.485352,3
batch,338,1,17376.529297,1050.863647,16325.665039,3
epoch,338,0,17376.529297,1050.863647,16325.665039,3
batch,339,1,9754.420898,1286.661987,8467.758789,3
epoch,339,0,9754.420898,1286.661987,8467.758789,3
batch,340,1,5682.723633,7.648949,5675.074707,2
epoch,340,0,5682.723633,7.648949,5675.074707,2
batch,341,1,26768.312500,12.584146,26755.728516,4
epoch,341,0,26768.312500,12.584146,26755.728516,4
batch,342,1,9579.023438,775.243408,8803.780273,5
epoch,342,0,9579.023438,775.243408,8803.780273,5
batch,343,1,12652.922852,1286.343872,11366.579102,3
epoch,343,0,12652.922852,1286.343872,11366.579102,3
batch,344,1,10022.720703,1286.815674,8735.905273,3
epoch,344,0,10022.720703,1286.815674,8735.905273,3
batch,345,1,9087.848633,1126.786499,7961.062500,3
epoch,345,0,9087.848633,1126.786499,7961.062500,3
batch,346,1,9112.082031,1286.650513,7825.431152,3
epoch,346,0,9112.082031,1286.650513,7825.431152,3
batch,347,1,10289.577148,775.106567,9514.470703,5
epoch,347,0,10289.577148,775.106567,9514.470703,5
batch,348,1,11914.283203,8.028333,11906.254883,2
epoch,348,0,11914.283203,8.028333,11906.254883,2
batch,349,1,8649.208984,1286.759644,7362.449707,3
epoch,349,0,8649.208984,1286.759644,7362.449707,3
batch,350,1,19308.818359,1286.823486,18021.994141,3
epoch,350,0,19308.818359,1286.823486,18021.994141,3
batch,351,1,24737.142578,1286.762085,23450.380859,3
epoch,351,0,24737.142578,1286.762085,23450.380859,3
batch,352,1,32499.634766,792.833862,31706.800781,5
epoch,352,0,32499.634766,792.833862,31706.800781,5
batch,353,1,12448.955078,1286.629639,11162.325195,3
epoch,353,0,12448.955078,1286.629639,11162.325195,3
batch,354,1,44631.027344,1286.631714,43344.394531,3
epoch,354,0,44631.027344,1286.631714,43344.394531,3
batch,355,1,19884.876953,1286.846558,18598.031250,3
epoch,355,0,19884.876953,1286.846558,18598.031250,3
batch,356,1,6729.398926,1286.581665,5442.817383,3
epoch,356,0,6729.398926,1286.581665,5442.817383,3
batch,357,1,10297.742188,7.632839,10290.109375,2
epoch,357,0,10297.742188,7.632839,10290.109375,2
batch,358,1,68078.335938,8.195821,68070.140625,2
epoch,358,0,68078.335938,8.195821,68070.140625,2
batch,359,1,7996.442871,1286.595581,6709.847168,3
epoch,359,0,7996.442871,1286.595581,6709.847168,3
batch,360,1,10955.051758,1286.982178,9668.069336,3
epoch,360,0,10955.051758,1286.982178,9668.069336,3
batch,361,1,4709.248535,1285.299438,3423.949219,3
epoch,361,0,4709.248535,1285.299438,3423.949219,3
batch,362,1,6576.736328,1286.325806,5290.410645,3
epoch,362,0,6576.736328,1286.325806,5290.410645,3
batch,363,1,6483.801270,1285.769897,5198.031250,3
epoch,363,0,6483.801270,1285.769897,5198.031250,3
batch,364,1,27418.378906,741.589111,26676.789062,3
epoch,364,0,27418.378906,741.589111,26676.789062,3
batch,365,1,35422.714844,1286.550415,34136.164062,3
epoch,365,0,35422.714844,1286.550415,34136.164062,3
batch,366,1,15396.937500,1206.003174,14190.934570,3
epoch,366,0,15396.937500,1206.003174,14190.934570,3
batch,367,1,20620.343750,1286.890869,19333.453125,3
epoch,367,0,20620.343750,1286.890869,19333.453125,3
batch,368,1,34109.613281,1286.319946,32823.292969,3
epoch,368,0,34109.613281,1286.319946,32823.292969,3
batch,369,1,11770.966797,779.959167,10991.007812,5
epoch,369,0,11770.966797,779.959167,10991.007812,5
batch,370,1,14842.034180,7.535129,14834.499023,2
epoch,370,0,14842.034180,7.535129,14834.499023,2
batch,371,1,26456.593750,772.359863,25684.234375,5
epoch,371,0,26456.593750,772.359863,25684.234375,5
batch,372,1,9840.305664,1286.805054,8553.500977,3
epoch,372,0,9840.305664,1286.805054,8553.500977,3
batch,373,1,4364.463867,1285.962036,3078.501709,3
epoch,373,0,4364.463867,1285.962036,3078.501709,3
batch,374,1,13963.401367,165.968292,13797.432617,3
epoch,374,0,13963.401367,165.968292,13797.432617,3
batch,375,1,12773.707031,1286.202637,11487.503906,3
epoch,375,0,12773.707031,1286.202637,11487.503906,3
batch,376,1,8803.523438,1286.250977,7517.272949,3
epoch,376,0,8803.523438,1286.250977,7517.272949,3
batch,377,1,14887.039062,7.307165,14879.731445,2
epoch,377,0,14887.039062,7.307165,14879.731445,2
batch,378,1,20130.742188,838.060974,19292.681641,3
epoch,378,0,20130.742188,838.060974,19292.681641,3
batch,379,1,9144.125000,1286.226562,7857.898926,3
epoch,379,0,9144.125000,1286.226562,7857.898926,3
batch,380,1,8324.807617,1286.250610,7038.556641,3
epoch,380,0,8324.807617,1286.250610,7038.556641,3
batch,381,1,10062.507812,1287.463867,8775.043945,3
epoch,381,0,10062.507812,1287.463867,8775.043945,3
batch,382,1,11146.845703,976.761169,10170.084961,3
epoch,382,0,11146.845703,976.761169,10170.084961,3
batch,383,1,26124.808594,1286.870483,24837.937500,3
epoch,383,0,26124.808594,1286.870483,24837.937500,3
batch,384,1,9326.496094,1286.461060,8040.035156,3
epoch,384,0,9326.496094,1286.461060,8040.035156,3
batch,385,1,17608.697266,1286.712769,16321.984375,3
epoch,385,0,17608.697266,1286.712769,16321.984375,3
batch,386,1,9838.463867,1205.093994,8633.370117,3
epoch,386,0,9838.463867,1205.093994,8633.370117,3
batch,387,1,7481.507324,1127.274292,6354.232910,3
epoch,387,0,7481.507324,1127.274292,6354.232910,3
batch,388,1,6624.083008,52.599865,6571.482910,3
epoch,388,0,6624.083008,52.599865,6571.482910,3
batch,389,1,9026.256836,1205.214355,7821.042480,3
epoch,389,0,9026.256836,1205.214355,7821.042480,3
batch,390,1,12630.782227,1286.671753,11344.110352,3
epoch,390,0,12630.782227,1286.671753,11344.110352,3
batch,391,1,5729.642578,1286.362915,4443.279785,3
epoch,391,0,5729.642578,1286.362915,4443.279785,3
batch,392,1,7171.523926,1287.247192,5884.276855,3
epoch,392,0,7171.523926,1287.247192,5884.276855,3
batch,393,1,25632.513672,1129.375488,24503.138672,3
epoch,393,0,25632.513672,1129.375488,24503.138672,3
batch,394,1,41156.273438,1286.816528,39869.457031,3
epoch,394,0,41156.273438,1286.816528,39869.457031,3
batch,395,1,37245.808594,1286.741089,35959.066406,3
epoch,395,0,37245.808594,1286.741089,35959.066406,3
batch,396,1,45686.433594,1286.678955,44399.753906,3
epoch,396,0,45686.433594,1286.678955,44399.753906,3
batch,397,1,11513.807617,1286.910522,10226.897461,3
epoch,397,0,11513.807617,1286.910522,10226.897461,3
batch,398,1,19628.349609,1287.067017,18341.283203,3
epoch,398,0,19628.349609,1287.067017,18341.283203,3
batch,399,1,14638.483398,1286.708984,13351.774414,3
epoch,399,0,14638.483398,1286.708984,13351.774414,3
batch,400,1,8475.381836,1286.026001,7189.355957,3
epoch,400,0,8475.381836,1286.026001,7189.355957,3
batch,401,1,35721.406250,1050.213623,34671.191406,3
epoch,401,0,35721.406250,1050.213623,34671.191406,3
batch,402,1,19013.421875,726.352173,18287.070312,5
epoch,402,0,19013.421875,726.352173,18287.070312,5
batch,403,1,14560.183594,7.943696,14552.240234,2
epoch,403,0,14560.183594,7.943696,14552.240234,2
batch,404,1,7564.357910,229.959045,7334.398926,3
epoch,404,0,7564.357910,229.959045,7334.398926,3
batch,405,1,7963.461914,35.925060,7927.536621,3
epoch,405,0,7963.461914,35.925060,7927.536621,3
batch,406,1,10126.363281,1286.055786,8840.307617,3
epoch,406,0,10126.363281,1286.055786,8840.307617,3
batch,407,1,10551.510742,777.673950,9773.836914,5
epoch,407,0,10551.510742,777.673950,9773.836914,5
batch,408,1,88794.562500,682.921509,88111.640625,5
epoch,408,0,88794.562500,682.921509,88111.640625,5
batch,409,1,14173.427734,1285.356079,12888.071289,3
epoch,409,0,14173.427734,1285.356079,12888.071289,3
batch,410,1,16203.901367,1285.420044,14918.481445,3
